,rate
1999-07-28,0.72285
1999-07-29,0.71785
1999-07-30,0.6961
1999-07-31,0.6975
1999-08-01,0.69905
1999-08-02,0.68705
1999-08-03,0.69185
1999-08-04,0.68635
1999-08-05,0.6873
1999-08-06,0.69625
1999-08-07,0.69925
1999-08-08,0.6972
1999-08-09,0.70795
1999-08-10,0.70755
1999-08-11,0.714
1999-08-12,0.71655
1999-08-13,0.7058
1999-08-14,0.68915
1999-08-15,0.6984
1999-08-16,0.70585
1999-08-17,0.7009
1999-08-18,0.68965
1999-08-19,0.6966
1999-08-20,0.68735
1999-08-21,0.69705
1999-08-22,0.68725
1999-08-23,0.68305
1999-08-24,0.68945
1999-08-25,0.6904
1999-08-26,0.68765
1999-08-27,0.68775
1999-08-28,0.70045
1999-08-29,0.69985
1999-08-30,0.69955
1999-08-31,0.69065
1999-09-01,0.69775
1999-09-02,0.70525
1999-09-03,0.71265
1999-09-04,0.71255
1999-09-05,0.71345
1999-09-06,0.72275
1999-09-07,0.72025
1999-09-08,0.72335
1999-09-09,0.72715
1999-09-10,0.72485
1999-09-11,0.72395
1999-09-12,0.72275
1999-09-13,0.73215
1999-09-14,0.73235
1999-09-15,0.72735
1999-09-16,0.71525
1999-09-17,0.71295
1999-09-18,0.70875
1999-09-19,0.7092
1999-09-20,0.69995
1999-09-21,0.69775
1999-09-22,0.69915
1999-09-23,0.70265
1999-09-24,0.70275
1999-09-25,0.70275
1999-09-26,0.70295
1999-09-27,0.70405
1999-09-28,0.70315
1999-09-29,0.714
1999-09-30,0.71535
1999-10-01,0.71255
1999-10-02,0.71415
1999-10-03,0.71425
1999-10-04,0.71695
1999-10-05,0.71845
1999-10-06,0.71555
1999-10-07,0.71535
1999-10-08,0.72435
1999-10-09,0.72385
1999-10-10,0.71355
1999-10-11,0.70475
1999-10-12,0.70575
1999-10-13,0.70315
1999-10-14,0.6992520000000001
1999-10-15,0.69925
1999-10-16,0.70445
1999-10-17,0.70025
1999-10-18,0.69615
1999-10-19,0.69095
1999-10-20,0.69405
1999-10-21,0.69245
1999-10-22,0.692449
1999-10-23,0.68915
1999-10-24,0.69645
1999-10-25,0.69935
1999-10-26,0.70235
1999-10-27,0.69515
1999-10-28,0.69845
1999-10-29,0.69795
1999-10-30,0.777821
1999-10-31,0.70395
1999-11-01,0.70585
1999-11-02,0.71355
1999-11-03,0.71205
1999-11-04,0.71395
1999-11-05,0.71795
1999-11-06,0.71685
1999-11-07,0.7179270000000001
1999-11-08,0.716846
1999-11-09,0.7216520000000001
1999-11-10,0.72385
1999-11-11,0.723851
1999-11-12,0.72815
1999-11-13,0.73345
1999-11-14,0.72935
1999-11-15,0.72305
1999-11-16,0.72855
1999-11-17,0.73135
1999-11-18,0.72525
1999-11-19,0.72675
1999-11-20,0.73605
1999-11-21,0.73695
1999-11-22,0.74175
1999-11-23,0.74715
1999-11-24,0.74585
1999-11-25,0.74465
1999-11-26,0.74575
1999-11-27,0.74825
1999-11-28,0.74855
1999-11-29,0.74575
1999-11-30,0.74575
1999-12-01,0.75645
1999-12-02,0.75735
1999-12-03,0.76355
1999-12-04,0.75715
1999-12-05,0.76015
1999-12-06,0.75965
1999-12-07,0.76475
1999-12-08,0.76965
1999-12-09,0.76995
1999-12-10,0.77355
1999-12-11,0.78205
1999-12-12,0.77615
1999-12-13,0.78425
1999-12-14,0.78255
1999-12-15,0.78605
1999-12-16,0.78604
1999-12-17,0.79305
1999-12-18,0.78935
1999-12-19,0.77695
1999-12-20,0.77655
1999-12-21,0.77675
1999-12-22,0.77505
1999-12-23,0.78165
1999-12-24,0.77725
1999-12-25,0.77445
1999-12-26,0.75775
1999-12-27,0.75435
1999-12-28,0.74965
1999-12-29,0.75865
1999-12-30,0.75665
1999-12-31,0.76225
2000-01-01,0.75625
2000-01-02,0.76485
2000-01-03,0.764877
2000-01-04,0.76535
2000-01-05,0.76385
2000-01-06,0.76665
2000-01-07,0.77955
2000-01-08,0.77385
2000-01-09,0.77385
2000-01-10,0.77945
2000-01-11,0.76545
2000-01-12,0.76485
2000-01-13,0.76185
2000-01-14,0.76535
2000-01-15,0.75735
2000-01-16,0.75715
2000-01-17,0.76005
2000-01-18,0.76275
2000-01-19,0.76415
2000-01-20,0.76665
2000-01-21,0.75885
2000-01-22,0.75875
2000-01-23,0.75875
2000-01-24,0.76035
2000-01-25,0.75565
2000-01-26,0.76235
2000-01-27,0.75735
2000-01-28,0.76935
2000-01-29,0.76935
2000-01-30,0.76935
2000-01-31,0.76745
2000-02-01,0.77385
2000-02-02,0.77375
2000-02-03,0.7748
2000-02-04,0.7748
2000-02-05,0.77525
2000-02-06,0.77085
2000-02-07,0.77515
2000-02-08,0.77075
2000-02-09,0.77125
2000-02-10,0.7725
2000-02-11,0.77075
2000-02-12,0.76375
2000-02-13,0.76595
2000-02-14,0.77645
2000-02-15,0.78355
2000-02-16,0.7852
2000-02-17,0.7852
2000-02-18,0.78835
2000-02-19,0.78655
2000-02-20,0.78265
2000-02-21,0.78555
2000-02-22,0.79025
2000-02-23,0.78925
2000-02-24,0.79435
2000-02-25,0.79215
2000-02-26,0.78785
2000-02-27,0.78335
2000-02-28,0.78665
2000-02-29,0.78665
2000-03-01,0.793
2000-03-02,0.78175
2000-03-03,0.78165
2000-03-04,0.7814
2000-03-05,0.78825
2000-03-06,0.79085
2000-03-07,0.79065
2000-03-08,0.79065
2000-03-09,0.79705
2000-03-10,0.79235
2000-03-11,0.79015
2000-03-12,0.78985
2000-03-13,0.79395
2000-03-14,0.79485
2000-03-15,0.78785
2000-03-16,0.79055
2000-03-17,0.79335
2000-03-18,0.79115
2000-03-19,0.79095
2000-03-20,0.79485
2000-03-21,0.79485
2000-03-22,0.78755
2000-03-23,0.79125
2000-03-24,0.77525
2000-03-25,0.77245
2000-03-26,0.77175
2000-03-27,0.77155
2000-03-28,0.77155
2000-03-29,0.76985
2000-03-30,0.77185
2000-03-31,0.77275
2000-04-01,0.77335
2000-04-02,0.77255
2000-04-03,0.769
2000-04-04,0.77115
2000-04-05,0.76655
2000-04-06,0.76715
2000-04-07,0.76475
2000-04-08,0.76845
2000-04-09,0.76905
2000-04-10,0.77215
2000-04-11,0.77215
2000-04-12,0.77395
2000-04-13,0.77255
2000-04-14,0.77815
2000-04-15,0.77195
2000-04-16,0.77085
2000-04-17,0.76835
2000-04-18,0.76825
2000-04-19,0.76485
2000-04-20,0.76975
2000-04-21,0.77525
2000-04-22,0.77705
2000-04-23,0.78315
2000-04-24,0.78135
2000-04-25,0.78135
2000-04-26,0.77815
2000-04-27,0.77715
2000-04-28,0.77705
2000-04-29,0.77925
2000-04-30,0.78195
2000-05-01,0.78055
2000-05-02,0.78055
2000-05-03,0.77945
2000-05-04,0.77435
2000-05-05,0.77845
2000-05-06,0.78135
2000-05-07,0.77595
2000-05-08,0.77525
2000-05-09,0.7763
2000-05-10,0.77305
2000-05-11,0.77555
2000-05-12,0.77565
2000-05-13,0.76805
2000-05-14,0.76265
2000-05-15,0.7608
2000-05-16,0.76135
2000-05-17,0.75695
2000-05-18,0.75705
2000-05-19,0.75795
2000-05-20,0.75785
2000-05-21,0.75465
2000-05-22,0.755
2000-05-23,0.75585
2000-05-24,0.75915
2000-05-25,0.76195
2000-05-26,0.76295
2000-05-27,0.76035
2000-05-28,0.76125
2000-05-29,0.76305
2000-05-30,0.76315
2000-05-31,0.76115
2000-06-01,0.75755
2000-06-02,0.75065
2000-06-03,0.75495
2000-06-04,0.75665
2000-06-05,0.7548
2000-06-06,0.7548
2000-06-07,0.76555
2000-06-08,0.76815
2000-06-09,0.76955
2000-06-10,0.76735
2000-06-11,0.76165
2000-06-12,0.76145
2000-06-13,0.76105
2000-06-14,0.76535
2000-06-15,0.76725
2000-06-16,0.77275
2000-06-17,0.77655
2000-06-18,0.7776
2000-06-19,0.7776
2000-06-20,0.77575
2000-06-21,0.77745
2000-06-22,0.77875
2000-06-23,0.7727
2000-06-24,0.76685
2000-06-25,0.76925
2000-06-26,0.76975
2000-06-27,0.76625
2000-06-28,0.76305
2000-06-29,0.76005
2000-06-30,0.75235
2000-07-01,0.75195
2000-07-02,0.75205
2000-07-03,0.75055
2000-07-04,0.74085
2000-07-05,0.74295
2000-07-06,0.74245
2000-07-07,0.74195
2000-07-08,0.74195
2000-07-09,0.75605
2000-07-10,0.74785
2000-07-11,0.75325
2000-07-12,0.74995
2000-07-13,0.74845
2000-07-14,0.75365
2000-07-15,0.74955
2000-07-16,0.75335
2000-07-17,0.76325
2000-07-18,0.76695
2000-07-19,0.7652
2000-07-20,0.7652
2000-07-21,0.76225
2000-07-22,0.75865
2000-07-23,0.75485
2000-07-24,0.75615
2000-07-25,0.7591
2000-07-26,0.75665
2000-07-27,0.76095
2000-07-28,0.7651
2000-07-29,0.77105
2000-07-30,0.77335
2000-07-31,0.7684
2000-08-01,0.76515
2000-08-02,0.7605
2000-08-03,0.76465
2000-08-04,0.77375
2000-08-05,0.77225
2000-08-06,0.77185
2000-08-07,0.7725
2000-08-08,0.76835
2000-08-09,0.76805
2000-08-10,0.75995
2000-08-11,0.75465
2000-08-12,0.75465
2000-08-13,0.75475
2000-08-14,0.75595
2000-08-15,0.75945
2000-08-16,0.75815
2000-08-17,0.75605
2000-08-18,0.75605
2000-08-19,0.75335
2000-08-20,0.74665
2000-08-21,0.75055
2000-08-22,0.76195
2000-08-23,0.76555
2000-08-24,0.76795
2000-08-25,0.76675
2000-08-26,0.76815
2000-08-27,0.77005
2000-08-28,0.77505
2000-08-29,0.773
2000-08-30,0.77475
2000-08-31,0.77155
2000-09-01,0.769
2000-09-02,0.77165
2000-09-03,0.76745
2000-09-04,0.76685
2000-09-05,0.76715
2000-09-06,0.76545
2000-09-07,0.76735
2000-09-08,0.76985
2000-09-09,0.77085
2000-09-10,0.76285
2000-09-11,0.75825
2000-09-12,0.75725
2000-09-13,0.75675
2000-09-14,0.75355
2000-09-15,0.75635
2000-09-16,0.75945
2000-09-17,0.76115
2000-09-18,0.76115
2000-09-19,0.76325
2000-09-20,0.76325
2000-09-21,0.75615
2000-09-22,0.75775
2000-09-23,0.75685
2000-09-24,0.75735
2000-09-25,0.7571
2000-09-26,0.75795
2000-09-27,0.75255
2000-09-28,0.75415
2000-09-29,0.74795
2000-09-30,0.75325
2000-10-01,0.75235
2000-10-02,0.75225
2000-10-03,0.751525
2000-10-04,0.74695
2000-10-05,0.74995
2000-10-06,0.75315
2000-10-07,0.74895
2000-10-08,0.74935
2000-10-09,0.74945
2000-10-10,0.74995
2000-10-11,0.755325
2000-10-12,0.75465
2000-10-13,0.75685
2000-10-14,0.75095
2000-10-15,0.7501
2000-10-16,0.74965
2000-10-17,0.74825
2000-10-18,0.744925
2000-10-19,0.74075
2000-10-20,0.74105
2000-10-21,0.73445
2000-10-22,0.73315
2000-10-23,0.73305
2000-10-24,0.73085
2000-10-25,0.733225
2000-10-26,0.73335
2000-10-27,0.73245
2000-10-28,0.7326
2000-10-29,0.7326
2000-10-30,0.73305
2000-10-31,0.72825
2000-11-01,0.73205
2000-11-02,0.7313
2000-11-03,0.73335
2000-11-04,0.73325
2000-11-05,0.73365
2000-11-06,0.73645
2000-11-07,0.73665
2000-11-08,0.7385
2000-11-09,0.73725
2000-11-10,0.7358
2000-11-11,0.735
2000-11-12,0.7344
2000-11-13,0.74155
2000-11-14,0.73755
2000-11-15,0.74005
2000-11-16,0.74215
2000-11-17,0.74825
2000-11-18,0.74825
2000-11-19,0.74635
2000-11-20,0.75065
2000-11-21,0.75245
2000-11-22,0.74835
2000-11-23,0.74995
2000-11-24,0.75005
2000-11-25,0.7522
2000-11-26,0.75
2000-11-27,0.75665
2000-11-28,0.75315
2000-11-29,0.75535
2000-11-30,0.74635
2000-12-01,0.74415
2000-12-02,0.74385
2000-12-03,0.74385
2000-12-04,0.74075
2000-12-05,0.735
2000-12-06,0.734388
2000-12-07,0.73145
2000-12-08,0.72935
2000-12-09,0.72585
2000-12-10,0.72905
2000-12-11,0.7317
2000-12-12,0.73195
2000-12-13,0.73275
2000-12-14,0.73275
2000-12-15,0.74205
2000-12-16,0.74685
2000-12-17,0.7476
2000-12-18,0.7526
2000-12-19,0.75225
2000-12-20,0.749975
2000-12-21,0.75485
2000-12-22,0.74995
2000-12-23,0.75515
2000-12-24,0.75535
2000-12-25,0.75765
2000-12-26,0.75325
2000-12-27,0.7511
2000-12-28,0.74795
2000-12-29,0.74765
2000-12-30,0.74765
2000-12-31,0.7469
2001-01-01,0.74935
2001-01-02,0.75325
2001-01-03,0.75145
2001-01-04,0.75285
2001-01-05,0.75265
2001-01-06,0.75015
2001-01-07,0.7491
2001-01-08,0.75785
2001-01-09,0.75335
2001-01-10,0.75285
2001-01-11,0.74935
2001-01-12,0.7492
2001-01-13,0.7465
2001-01-14,0.74145
2001-01-15,0.741079
2001-01-16,0.73995
2001-01-17,0.740691
2001-01-18,0.73465
2001-01-19,0.7378
2001-01-20,0.73675
2001-01-21,0.73715
2001-01-22,0.741
2001-01-23,0.73835
2001-01-24,0.7413
2001-01-25,0.74005
2001-01-26,0.7383
2001-01-27,0.73855
2001-01-28,0.73965
2001-01-29,0.73855
2001-01-30,0.735608
2001-01-31,0.7402
2001-02-01,0.73795
2001-02-02,0.73755
2001-02-03,0.74315
2001-02-04,0.74605
2001-02-05,0.74695
2001-02-06,0.74395
2001-02-07,0.74395
2001-02-08,0.7462
2001-02-09,0.74045
2001-02-10,0.73435
2001-02-11,0.732154
2001-02-12,0.7350939999999999
2001-02-13,0.73355
2001-02-14,0.73355
2001-02-15,0.73205
2001-02-16,0.73465
2001-02-17,0.73875
2001-02-18,0.73865
2001-02-19,0.73775
2001-02-20,0.729
2001-02-21,0.729
2001-02-22,0.72725
2001-02-23,0.71925
2001-02-24,0.71865
2001-02-25,0.71915
2001-02-26,0.71105
2001-02-27,0.70995
2001-02-28,0.70835
2001-03-01,0.70755
2001-03-02,0.70565
2001-03-03,0.70865
2001-03-04,0.7058270000000001
2001-03-05,0.7149
2001-03-06,0.71615
2001-03-07,0.71685
2001-03-08,0.714175
2001-03-09,0.72305
2001-03-10,0.72645
2001-03-11,0.72905
2001-03-12,0.72535
2001-03-13,0.7273
2001-03-14,0.72795
2001-03-15,0.72865
2001-03-16,0.731576
2001-03-17,0.7324
2001-03-18,0.73925
2001-03-19,0.74285
2001-03-20,0.74465
2001-03-21,0.73825
2001-03-22,0.74365
2001-03-23,0.7444
2001-03-24,0.74535
2001-03-25,0.74415
2001-03-26,0.745225
2001-03-27,0.75335
2001-03-28,0.75575
2001-03-29,0.7593
2001-03-30,0.7593
2001-03-31,0.75875
2001-04-01,0.75765
2001-04-02,0.76675
2001-04-03,0.76885
2001-04-04,0.77055
2001-04-05,0.77205
2001-04-06,0.77205
2001-04-07,0.77265
2001-04-08,0.76915
2001-04-09,0.77255
2001-04-10,0.7716
2001-04-11,0.77765
2001-04-12,0.77165
2001-04-13,0.76245
2001-04-14,0.76705
2001-04-15,0.7595
2001-04-16,0.7633
2001-04-17,0.75445
2001-04-18,0.7524
2001-04-19,0.75075
2001-04-20,0.75325
2001-04-21,0.76015
2001-04-22,0.757525
2001-04-23,0.757525
2001-04-24,0.7575
2001-04-25,0.7585
2001-04-26,0.76155
2001-04-27,0.7506
2001-04-28,0.74885
2001-04-29,0.7506
2001-04-30,0.7506
2001-05-01,0.75265
2001-05-02,0.74815
2001-05-03,0.740775
2001-05-04,0.74185
2001-05-05,0.74275
2001-05-06,0.74785
2001-05-07,0.74345
2001-05-08,0.73715
2001-05-09,0.737025
2001-05-10,0.7435
2001-05-11,0.7389
2001-05-12,0.7389
2001-05-13,0.73815
2001-05-14,0.7366
2001-05-15,0.73865
2001-05-16,0.73935
2001-05-17,0.7331
2001-05-18,0.7315
2001-05-19,0.7315
2001-05-20,0.73145
2001-05-21,0.7338
2001-05-22,0.7328
2001-05-23,0.7278
2001-05-24,0.739675
2001-05-25,0.7423
2001-05-26,0.74445
2001-05-27,0.74355
2001-05-28,0.74415
2001-05-29,0.741425
2001-05-30,0.74585
2001-05-31,0.75095
2001-06-01,0.74755
2001-06-02,0.7522
2001-06-03,0.75545
2001-06-04,0.7529
2001-06-05,0.7523
2001-06-06,0.74765
2001-06-07,0.74565
2001-06-08,0.7504
2001-06-09,0.75065
2001-06-10,0.751
2001-06-11,0.753325
2001-06-12,0.7535
2001-06-13,0.7615
2001-06-14,0.7624
2001-06-15,0.7662
2001-06-16,0.7662
2001-06-17,0.76555
2001-06-18,0.7646
2001-06-19,0.76725
2001-06-20,0.76395
2001-06-21,0.7607
2001-06-22,0.7655
2001-06-23,0.7656
2001-06-24,0.76655
2001-06-25,0.76385
2001-06-26,0.75805
2001-06-27,0.76585
2001-06-28,0.7681
2001-06-29,0.76665
2001-06-30,0.76665
2001-07-01,0.76705
2001-07-02,0.75985
2001-07-03,0.76425
2001-07-04,0.76805
2001-07-05,0.761825
2001-07-06,0.7604
2001-07-07,0.7605
2001-07-08,0.75835
2001-07-09,0.76145
2001-07-10,0.76315
2001-07-11,0.76115
2001-07-12,0.7588729999999999
2001-07-13,0.75765
2001-07-14,0.75765
2001-07-15,0.75715
2001-07-16,0.75955
2001-07-17,0.7632
2001-07-18,0.76235
2001-07-19,0.7639
2001-07-20,0.76705
2001-07-21,0.76705
2001-07-22,0.76875
2001-07-23,0.77085
2001-07-24,0.77075
2001-07-25,0.76705
2001-07-26,0.75805
2001-07-27,0.75395
2001-07-28,0.7539
2001-07-29,0.75295
2001-07-30,0.751175
2001-07-31,0.7526
2001-08-01,0.75265
2001-08-02,0.75325
2001-08-03,0.75305
2001-08-04,0.7518
2001-08-05,0.7527
2001-08-06,0.75505
2001-08-07,0.75225
2001-08-08,0.75625
2001-08-09,0.756825
2001-08-10,0.75125
2001-08-11,0.74925
2001-08-12,0.75425
2001-08-13,0.7516
2001-08-14,0.7511
2001-08-15,0.7473
2001-08-16,0.746
2001-08-17,0.746
2001-08-18,0.74525
2001-08-19,0.74755
2001-08-20,0.74375
2001-08-21,0.74585
2001-08-22,0.74555
2001-08-23,0.74255
2001-08-24,0.7434
2001-08-25,0.74225
2001-08-26,0.74425
2001-08-27,0.74425
2001-08-28,0.74235
2001-08-29,0.75125
2001-08-30,0.750625
2001-08-31,0.75395
2001-09-01,0.75335
2001-09-02,0.7551
2001-09-03,0.75895
2001-09-04,0.7578
2001-09-05,0.75835
2001-09-06,0.7597
2001-09-07,0.7576
2001-09-08,0.7588
2001-09-09,0.76145
2001-09-10,0.763725
2001-09-11,0.7687
2001-09-12,0.7687
2001-09-13,0.7691
2001-09-14,0.76885
2001-09-15,0.77565
2001-09-16,0.77095
2001-09-17,0.7738
2001-09-18,0.7699
2001-09-19,0.76965
2001-09-20,0.77015
2001-09-21,0.770725
2001-09-22,0.77382
2001-09-23,0.76795
2001-09-24,0.76925
2001-09-25,0.76695
2001-09-26,0.7674
2001-09-27,0.76735
2001-09-28,0.764
2001-09-29,0.7659
2001-09-30,0.76465
2001-10-01,0.76635
2001-10-02,0.7685
2001-10-03,0.76895
2001-10-04,0.76945
2001-10-05,0.77055
2001-10-06,0.77085
2001-10-07,0.7749
2001-10-08,0.77555
2001-10-09,0.7781
2001-10-10,0.78015
2001-10-11,0.7788
2001-10-12,0.78345
2001-10-13,0.784
2001-10-14,0.7892
2001-10-15,0.7911
2001-10-16,0.7911
2001-10-17,0.78845
2001-10-18,0.7886
2001-10-19,0.788
2001-10-20,0.7873
2001-10-21,0.7878
2001-10-22,0.7863
2001-10-23,0.7863
2001-10-24,0.7841
2001-10-25,0.7854
2001-10-26,0.787
2001-10-27,0.7864
2001-10-28,0.7831
2001-10-29,0.7827
2001-10-30,0.7827
2001-10-31,0.78215
2001-11-01,0.780875
2001-11-02,0.7844
2001-11-03,0.786
2001-11-04,0.7848
2001-11-05,0.783
2001-11-06,0.78525
2001-11-07,0.7906
2001-11-08,0.7883
2001-11-09,0.7883
2001-11-10,0.78805
2001-11-11,0.79135
2001-11-12,0.7968
2001-11-13,0.791
2001-11-14,0.7812
2001-11-15,0.7798
2001-11-16,0.7798
2001-11-17,0.77905
2001-11-18,0.78275
2001-11-19,0.77995
2001-11-20,0.7819
2001-11-21,0.77985
2001-11-22,0.7827
2001-11-23,0.7827
2001-11-24,0.78465
2001-11-25,0.78285
2001-11-26,0.7829
2001-11-27,0.787
2001-11-28,0.78865
2001-11-29,0.7892
2001-11-30,0.7892
2001-12-01,0.79025
2001-12-02,0.7882
2001-12-03,0.78565
2001-12-04,0.77925
2001-12-05,0.7736
2001-12-06,0.7722
2001-12-07,0.7722
2001-12-08,0.7732
2001-12-09,0.77225
2001-12-10,0.772
2001-12-11,0.7753
2001-12-12,0.77315
2001-12-13,0.7745
2001-12-14,0.77485
2001-12-15,0.77315
2001-12-16,0.7758
2001-12-17,0.7766
2001-12-18,0.78
2001-12-19,0.781
2001-12-20,0.7764
2001-12-21,0.772
2001-12-22,0.77409
2001-12-23,0.7838
2001-12-24,0.78535
2001-12-25,0.7867
2001-12-26,0.7862
2001-12-27,0.78575
2001-12-28,0.78975
2001-12-29,0.7888
2001-12-30,0.792
2001-12-31,0.7932
2002-01-01,0.79265
2002-01-02,0.78815
2002-01-03,0.786
2002-01-04,0.7836
2002-01-05,0.77365
2002-01-06,0.77355
2002-01-07,0.776
2002-01-08,0.77645
2002-01-09,0.7808
2002-01-10,0.78275
2002-01-11,0.78775
2002-01-12,0.78605
2002-01-13,0.78845
2002-01-14,0.7957
2002-01-15,0.8006
2002-01-16,0.80155
2002-01-17,0.80135
2002-01-18,0.80825
2002-01-19,0.806
2002-01-20,0.8096
2002-01-21,0.8066
2002-01-22,0.80795
2002-01-23,0.80865
2002-01-24,0.81725
2002-01-25,0.813
2002-01-26,0.81865
2002-01-27,0.8169
2002-01-28,0.82545
2002-01-29,0.82495
2002-01-30,0.82785
2002-01-31,0.83305
2002-02-01,0.83215
2002-02-02,0.8353
2002-02-03,0.8328
2002-02-04,0.8274
2002-02-05,0.83265
2002-02-06,0.82665
2002-02-07,0.83045
2002-02-08,0.8322
2002-02-09,0.82845
2002-02-10,0.82535
2002-02-11,0.817178
2002-02-12,0.821
2002-02-13,0.8254
2002-02-14,0.828
2002-02-15,0.82925
2002-02-16,0.82875
2002-02-17,0.83315
2002-02-18,0.8348
2002-02-19,0.82435
2002-02-20,0.82265
2002-02-21,0.82065
2002-02-22,0.8202
2002-02-23,0.82435
2002-02-24,0.82075
2002-02-25,0.8191
2002-02-26,0.81975
2002-02-27,0.81945
2002-02-28,0.82145
2002-03-01,0.83285
2002-03-02,0.83445
2002-03-03,0.83565
2002-03-04,0.8412
2002-03-05,0.84345
2002-03-06,0.8414
2002-03-07,0.8406
2002-03-08,0.83495
2002-03-09,0.84165
2002-03-10,0.84625
2002-03-11,0.84575
2002-03-12,0.8466
2002-03-13,0.84795
2002-03-14,0.8469
2002-03-15,0.8582
2002-03-16,0.855
2002-03-17,0.858
2002-03-18,0.85585
2002-03-19,0.85825
2002-03-20,0.8596
2002-03-21,0.86265
2002-03-22,0.8616
2002-03-23,0.86455
2002-03-24,0.8702
2002-03-25,0.87265
2002-03-26,0.87345
2002-03-27,0.8775
2002-03-28,0.87965
2002-03-29,0.8798
2002-03-30,0.88355
2002-03-31,0.883
2002-04-01,0.88305
2002-04-02,0.87845
2002-04-03,0.8559
2002-04-04,0.85115
2002-04-05,0.85885
2002-04-06,0.8516
2002-04-07,0.8574
2002-04-08,0.85345
2002-04-09,0.8618
2002-04-10,0.85215
2002-04-11,0.84165
2002-04-12,0.8378
2002-04-13,0.82335
2002-04-14,0.78365
2002-04-15,0.7999
2002-04-16,0.79915
2002-04-17,0.80035
2002-04-18,0.804
2002-04-19,0.81745
2002-04-20,0.82985
2002-04-21,0.8288
2002-04-22,0.8222
2002-04-23,0.821
2002-04-24,0.8184
2002-04-25,0.816
2002-04-26,0.8204
2002-04-27,0.8234
2002-04-28,0.8258
2002-04-29,0.82695
2002-04-30,0.8259
2002-05-01,0.8243
2002-05-02,0.8312
2002-05-03,0.84165
2002-05-04,0.841
2002-05-05,0.8418
2002-05-06,0.8346
2002-05-07,0.85165
2002-05-08,0.8544
2002-05-09,0.86305
2002-05-10,0.8648
2002-05-11,0.8672
2002-05-12,0.8696
2002-05-13,0.87645
2002-05-14,0.87845
2002-05-15,0.88835
2002-05-16,0.893
2002-05-17,0.88435
2002-05-18,0.88575
2002-05-19,0.8884
2002-05-20,0.8999
2002-05-21,0.8946
2002-05-22,0.897
2002-05-23,0.89845
2002-05-24,0.9053
2002-05-25,0.904
2002-05-26,0.8994
2002-05-27,0.88725
2002-05-28,0.89075
2002-05-29,0.89365
2002-05-30,0.89035
2002-05-31,0.88045
2002-06-01,0.89555
2002-06-02,0.8982
2002-06-03,0.90745
2002-06-04,0.9164
2002-06-05,0.92095
2002-06-06,0.91885
2002-06-07,0.9261
2002-06-08,0.9182
2002-06-09,0.9229
2002-06-10,0.92
2002-06-11,0.9246
2002-06-12,0.93735
2002-06-13,0.9296
2002-06-14,0.90315
2002-06-15,0.8804
2002-06-16,0.8924
2002-06-17,0.901
2002-06-18,0.89085
2002-06-19,0.8907
2002-06-20,0.88545
2002-06-21,0.89035
2002-06-22,0.86995
2002-06-23,0.8719
2002-06-24,0.8758
2002-06-25,0.8766
2002-06-26,0.8754
2002-06-27,0.88085
2002-06-28,0.87995
2002-06-29,0.88325
2002-06-30,0.88385
2002-07-01,0.8736
2002-07-02,0.87005
2002-07-03,0.8717
2002-07-04,0.8807
2002-07-05,0.88145
2002-07-06,0.8844
2002-07-07,0.8848
2002-07-08,0.87505
2002-07-09,0.862
2002-07-10,0.85795
2002-07-11,0.8602
2002-07-12,0.86065
2002-07-13,0.85845
2002-07-14,0.87055
2002-07-15,0.87105
2002-07-16,0.87375
2002-07-17,0.87615
2002-07-18,0.8738
2002-07-19,0.8777
2002-07-20,0.8738
2002-07-21,0.881
2002-07-22,0.88265
2002-07-23,0.8761
2002-07-24,0.869
2002-07-25,0.88155
2002-07-26,0.88185
2002-07-27,0.88865
2002-07-28,0.8925
2002-07-29,0.90005
2002-07-30,0.8916
2002-07-31,0.87805
2002-08-01,0.8861
2002-08-02,0.8756
2002-08-03,0.8618
2002-08-04,0.86925
2002-08-05,0.8652
2002-08-06,0.8782
2002-08-07,0.8816
2002-08-08,0.8848
2002-08-09,0.8866
2002-08-10,0.88915
2002-08-11,0.8924
2002-08-12,0.9033
2002-08-13,0.90945
2002-08-14,0.89735
2002-08-15,0.8974
2002-08-16,0.8948
2002-08-17,0.8943
2002-08-18,0.90325
2002-08-19,0.9074
2002-08-20,0.89425
2002-08-21,0.90395
2002-08-22,0.907
2002-08-23,0.91305
2002-08-24,0.92125
2002-08-25,0.9138
2002-08-26,0.91815
2002-08-27,0.92375
2002-08-28,0.92475
2002-08-29,0.92945
2002-08-30,0.93835
2002-08-31,0.9472
2002-09-01,0.93155
2002-09-02,0.93825
2002-09-03,0.93115
2002-09-04,0.93115
2002-09-05,0.93235
2002-09-06,0.92675
2002-09-07,0.9162
2002-09-08,0.92515
2002-09-09,0.9325
2002-09-10,0.94125
2002-09-11,0.9385
2002-09-12,0.91865
2002-09-13,0.92725
2002-09-14,0.92115
2002-09-15,0.89615
2002-09-16,0.8969
2002-09-17,0.90675
2002-09-18,0.9132
2002-09-19,0.92005
2002-09-20,0.92105
2002-09-21,0.92105
2002-09-22,0.91285
2002-09-23,0.90585
2002-09-24,0.91335
2002-09-25,0.91455
2002-09-26,0.9215
2002-09-27,0.92715
2002-09-28,0.93035
2002-09-29,0.9293
2002-09-30,0.9314
2002-10-01,0.9288
2002-10-02,0.9246
2002-10-03,0.92445
2002-10-04,0.9398
2002-10-05,0.9368
2002-10-06,0.9405620000000001
2002-10-07,0.9412
